midas_entity	text
statement videoname	Here we are, VIDEONAME!
statement videoname	The only two drivers will be VIDEONAME.
statement videoname	VIDEONAME?
statement videoname	But VIDEONAME!
statement videoname	If you keep your promise, I will also let you watch VIDEONAME this evening.
statement videoname	oh yeah, I saw VIDEONAME the other day.
statement videoname	That ’ s the VIDEONAME.
statement videoname	You can see VIDEONAME.
statement videoname	VIDEONAME.
statement videoname	VIDEONAME!
statement videoname	VIDEONAME!
statement videoname	I sometimes find VIDEONAME in front of me.
statement videoname	VIDEONAME, eh?
statement videoname	It ’ s called VIDEONAME.
statement videoname	VIDEONAME?
statement videoname	Just call me VIDEONAME.
statement videoname	Except VIDEONAME, that is.
statement videoname	A VIDEONAME!
statement videoname	VIDEONAME.
statement videoname	VIDEONAME?
statement videoname	I watched VIDEONAME go up to $ 315.
statement videoname	I'm watching VIDEONAME of it.
statement videoname	I made VIDEONAME.
statement videoname	VIDEONAME?
statement videoname	I saw VIDEONAME.
statement videoname	It's VIDEONAME.
statement videoname	Later we'll let you know who the VIDEONAME will be.
statement videoname	And VIDEONAME?
statement videoname	VIDEONAME.
statement videoname	Of course not, I have to watch my VIDEONAME.
statement videoname	You know the phrase the VIDEONAME.
statement videoname	Out in the VIDEONAME.
statement videoname	I think they're playing VIDEONAME
statement videoname	VIDEONAME.
statement videoname	VIDEONAME?
statement videoname	VIDEONAME!
statement videoname	That ’ s the VIDEONAME.
statement videoname	Oh, VIDEONAME.
statement videoname	You mean VIDEONAME?
statement videoname	VIDEONAME?
statement videoname	Sorry, it ’ s from VIDEONAME.
statement videoname	I didn't know that you saw VIDEONAME before.
statement videoname	VIDEONAME is our best seller.
statement videoname	VIDEONAME?
statement videoname	VIDEONAME.
statement videoname	Green, G-R-E-E-N, but just call me VIDEONAME.
statement videoname	At the close of VIDEONAME, the house will be yours!
statement videoname	There is a VIDEONAME over there.
statement videoname	VIDEONAME.
statement videoname	Ok - when you leave the Underground, cross the road and you should see VIDEONAME.
statement videoname	VIDEONAME.
statement videoname	VIDEONAME.
statement videoname	The VIDEONAME will be with you in a moment.
statement videoname	The VIDEONAME will be with you in a moment.
statement videoname	VIDEONAME.
statement videoname	VIDEONAME.
statement videoname	I made VIDEONAME.
statement videoname	The clients like the VIDEONAME more.
statement videoname	VIDEONAME!
statement videoname	VIDEONAME.
statement videoname	Haha, I just got the VIDEONAME costume.
statement videoname	Please, call me VIDEONAME.
statement videoname	Oh, VIDEONAME.
statement videoname	Then it must be a VIDEONAME who did it.
statement videoname	At the VIDEONAME.
statement videoname	At the VIDEONAME.
statement videoname	I saw VIDEONAME the other day.
statement videoname	Last week I saw VIDEONAME kissing you on the cheek.
statement videoname	Out in the VIDEONAME.
statement videoname	No, I just watched VIDEONAME, and it began too late in the night.
statement videoname	VIDEONAME.
statement videoname	Oh yeah, I saw VIDEONAME the other day.
statement videoname	Just like VIDEONAME!
statement year	I have to be there before YEAR.
statement year	You mean the YEAR?
statement year	Yes, I have been here since YEAR.
statement year	I think about YEAR.
yes_no_question date	Are you available on DATE?
yes_no_question date	Would you like to come and have dinner with us on DATE?
yes_no_question date	Do I have to work on DATE?
yes_no_question date	The question is, can he have it done before DATE?
yes_no_question date	are we going to see them in DATE or are they coming to see us?
yes_no_question date	Would you like to come and have dinner with us on DATE?
yes_no_question date	But it's DATE, isn't it?
yes_no_question date	Do I have to work on DATE?
yes_no_question date	Is DATE any better?
yes_no_question date	Are you busy on the DATE?
yes_no_question date	And may I take DATE off?
yes_no_question date	Is 5 PM.DATE a good time for you?
yes_no_question date	Is it DATE?
yes_no_question date	I am free on DATE afternoon from 2 PM to 4 PM, is it convenient for you?
yes_no_question date	are you available on DATE?
yes_no_question date	I am free on DATE afternoon from 2 PM to 4 PM, is it convenient for you?
yes_no_question date	Isn't it a DATE?
yes_no_question device	Is there a DEVICE around here?
yes_no_question device	Do we have a DEVICE?
yes_no_question device	do you open all your IM tools whenever you're using a DEVICE?
yes_no_question device	do you have an DEVICE?
yes_no_question device	has your DEVICE turned back on yet?
yes_no_question device	Could it be the DEVICE?
yes_no_question device	Have you packed the DEVICE yet?
yes_no_question device	is your DEVICE comfortable?
yes_no_question device	Oh, do you use your DEVICE often?
yes_no_question device	Could it be the DEVICE?
yes_no_question device	Have you checked the DEVICE?
yes_no_question device	Is that your DEVICE?
yes_no_question device	Is it the DEVICE?
yes_no_question device	Can you operate DEVICE skillfully?
yes_no_question device	Oh, does he play the DEVICE?
yes_no_question device	is that your DEVICE?
yes_no_question device	Can I bring my DEVICE with me?
yes_no_question device	Do you open all your IM tools whenever you're using a DEVICE?
yes_no_question device	Is this DEVICE a gift for someone?
yes_no_question device	Does the TV have DEVICE?
yes_no_question device	Is your DEVICE comfortable?
yes_no_question device	Were you wearing your DEVICE when you noticed them, sir?
yes_no_question device	Do I have to pay to use the DEVICE?
yes_no_question device	Did you check the DEVICE?
yes_no_question device	Did you like it at DEVICE?
yes_no_question device	All right, can I have your DEVICE?
yes_no_question device	Oh, do you use your DEVICE often?
yes_no_question device	Have you had any experience with DEVICE?
yes_no_question device	does it have a DEVICE?
yes_no_question device	Do you like it better here or at DEVICE?
yes_no_question device	Did you like DEVICE?
yes_no_question device	Did you buy the DEVICE?
yes_no_question device	Anyway, do you have any change I can use for the DEVICE?
yes_no_question device	Do you want DEVICE?
yes_no_question device	Do you feel comfortable with the new system by DEVICE?
yes_no_question device	Might I suggest a DEVICE?
yes_no_question device	Have you checked the connections on your DEVICE?
yes_no_question device	OK.Do I turn on the DEVICE or do I go straight?
yes_no_question device	Are you able to operate the DEVICE?
yes_no_question device	Is there something wrong with your DEVICE?
yes_no_question duration	DURATION, did you say?
yes_no_question duration	Then can you wait a DURATION?
yes_no_question duration	Would you recommend going there for a DURATION?
yes_no_question duration	Are you leaving right away or can you stay for a few more DURATION?
yes_no_question duration	Would you mind my keeping it for another DURATION?
yes_no_question duration	Do you think you could finish it in DURATION?
yes_no_question duration	Do you want me to wake you in DURATION?
yes_no_question duration	Would you mind me keeping it for another DURATION?
yes_no_question duration	Can you make it in DURATION.
yes_no_question duration	Would you come here in DURATION?
yes_no_question duration	would you recommend going there for a DURATION?
yes_no_question duration	If there's something wrong with it in a DURATION, can I come back to change it?
yes_no_question duration	Does it close at that time every DURATION?
yes_no_question duration	Well, you had more than one DURATION ; couldn't you have fit it in on another day?
yes_no_question duration	Then can you wait a DURATION?
yes_no_question duration	Do you think you could finish it in DURATION?
yes_no_question duration	Can you come back in DURATION for a fitting?
yes_no_question duration	Could you get there in DURATION?
yes_no_question duration	Certainly, would you wait for a DURATION?
yes_no_question duration	if you gave him another DURATION, do you think he could figure it out by then?
yes_no_question event	did either one of them win an EVENT this year?
yes_no_question event	Haven't the EVENT been stopped for a long time?
yes_no_question event	Did either one of them win an EVENT this year?
yes_no_question genre	and can you dance GENRE?
yes_no_question genre	Did you always like GENRE.
yes_no_question location	Did you go to LOCATION?
yes_no_question location	have you ever gone LOCATION before?
yes_no_question location	Is it the same in LOCATION?
yes_no_question location	Are you also going to LOCATION?
yes_no_question location	Is that very likely in LOCATION?
yes_no_question location	Is it a long ride to LOCATION?
yes_no_question location	If we start early, do we have some time for LOCATION?
yes_no_question location	Is LOCATION nice?
yes_no_question location	are you planning on studying LOCATION?
yes_no_question location	did you know anyone who worked in the LOCATION?
yes_no_question location	Hey, wouldn't it be great if we could go to LOCATION together sometime?
yes_no_question location	Is it far from here to LOCATION?
yes_no_question location	Anyhow, it's a long way to LOCATION, isn't it?
yes_no_question location	Do you mean The LOCATION?
yes_no_question location	Have you ever been to LOCATION?
yes_no_question location	Do you work in LOCATION?
yes_no_question location	Are you from the LOCATION?
yes_no_question location	Will you be going back to LOCATION soon?
yes_no_question location	Do you have a package tour to LOCATION?
yes_no_question location	They are all produced in LOCATION, aren't they?
yes_no_question location	Have you ever been to LOCATION?
yes_no_question location	Hey, wouldn't it be great if we could go to LOCATION together sometime?
yes_no_question location	Isn ’ t there a place in LOCATION where people go to get healed?
yes_no_question location	Have you been to LOCATION before?
yes_no_question location	are you also going to LOCATION?
yes_no_question location	You have been in LOCATION, hadn't you?
yes_no_question location	Isn ’ t there a place in LOCATION where people go to get healed?
yes_no_question location	Is this your first time in LOCATION?
yes_no_question location	Is it faster if I take LOCATION?
yes_no_question location	Is that very likely in LOCATION?
yes_no_question location	Have you been to LOCATION?
yes_no_question location	Well, then, would you send it to LOCATION, please?
yes_no_question location	Are they from LOCATION?
yes_no_question number	May I have NUMBER of them?
yes_no_question number	Can I have a reduction of NUMBER?
yes_no_question number	Could you make it $ NUMBER?
yes_no_question organization	Is ORGANIZATION affordable?
yes_no_question organization	Do you like ORGANIZATION?
yes_no_question organization	Did you like the tour of ORGANIZATION?
yes_no_question person	Could you tell him that PERSON phoned.
yes_no_question person	Do you really think the PERSON sent that?
yes_no_question person	Would you like PERSON back?
yes_no_question person	Would PERSON be all right?
yes_no_question person	Doesn ’ t PERSON look old!
yes_no_question person	Can't PERSON handle it?
yes_no_question person	Have you heard PERSON?
yes_no_question person	Would you tell her PERSON called?
yes_no_question person	Oh well, do you know if the PERSON is available?
yes_no_question person	Do you still remember PERSON?
yes_no_question person	Do you know where PERSON is?
yes_no_question person	Did you have a fight with PERSON?
yes_no_question person	Do you know PERSON?
yes_no_question person	Oh, did you know PERSON?
yes_no_question person	Is it PERSON?
yes_no_question person	did you have a fight with PERSON?
yes_no_question person	Is PERSON in?
yes_no_question person	Are you nervous about meeting up with your ex, PERSON?
yes_no_question position	Did the POSITION ask for me?
yes_no_question softwareapplication	But isn't it the same with SOFTWAREAPPLICATION?
yes_no_question sport	Did you go SPORT while you were there?
yes_no_question sport	Do you like SPORT?
yes_no_question sport	Are you interested in SPORT?
yes_no_question sport	OK.Do you think I can play SPORT tomorrow?
yes_no_question sport	Is it anything like SPORT?
yes_no_question sport	Do you play SPORT?
yes_no_question sport	Do you play SPORT well?
yes_no_question sport	OK.Do you think I can play SPORT tomorrow?
yes_no_question sport	Do you like SPORT?
yes_no_question sport	Is SPORT interesting?
yes_no_question sport	would you like to go to SPORT?
yes_no_question vehicle	Do you like to drive the VEHICLE?
yes_no_question vehicle	Do you think I could borrow the VEHICLE?
yes_no_question vehicle	You have your own VEHICLE?
yes_no_question vehicle	Do you think the VEHICLE will leave without me?
yes_no_question vehicle	Can I board the VEHICLE now?
yes_no_question vehicle	Do you think I could borrow the VEHICLE?
yes_no_question vehicle	Is it fun driving the VEHICLE?
yes_no_question vehicle	Is it just a VEHICLE?
yes_no_question vehicle	Have you ever driven a VEHICLE before?
yes_no_question vehicle	Should I take the VEHICLE?
yes_no_question vehicle	Do you have any experience driving a VEHICLE?
yes_no_question vehicle	Do you think the VEHICLE will leave without me?
yes_no_question vehicle	Do you think the VEHICLE will leave without me?
yes_no_question videoname	You haven't seen VIDEONAME yet, have you?
yes_no_question videoname	You like VIDEONAME?
yes_no_question videoname	May I see the VIDEONAME?
yes_no_question videoname	May I see the VIDEONAME?
yes_no_question videoname	Have you seen VIDEONAME?
yes_no_question videoname	Have you heard of VIDEONAME?
yes_no_question videoname	have you ever tried VIDEONAME?
yes_no_question videoname	Have you seen VIDEONAME?
